time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-31 00:00:00+00:00,10,5,0,0
2026-06-01 00:00:00+00:00,18,7,0,0
2026-06-02 00:00:00+00:00,21,8,0,0
2026-06-03 00:00:00+00:00,17,7,0,0
2026-06-04 00:00:00+00:00,15,5,0,0
2026-06-05 00:00:00+00:00,19,8,0,0
2026-06-06 00:00:00+00:00,12,5,0,0
2026-06-07 00:00:00+00:00,22,8,0,0
2026-06-08 00:00:00+00:00,8,3,0,0
2026-06-09 00:00:00+00:00,15,7,13,1
2026-06-10 00:00:00+00:00,16,6,0,0
2026-06-11 00:00:00+00:00,20,8,0,0
2026-06-12 00:00:00+00:00,28,13,2,1
2026-06-13 00:00:00+00:00,25,8,1,1
