time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-11 00:00:00+00:00,1,1,0,0
2026-05-12 00:00:00+00:00,14,3,0,0
2026-05-13 00:00:00+00:00,14,3,4,1
2026-05-14 00:00:00+00:00,11,5,0,0
2026-05-15 00:00:00+00:00,27,9,0,0
2026-05-16 00:00:00+00:00,14,5,0,0
2026-05-17 00:00:00+00:00,28,10,0,0
2026-05-18 00:00:00+00:00,26,9,2,2
2026-05-19 00:00:00+00:00,11,5,0,0
2026-05-20 00:00:00+00:00,20,7,1,1
2026-05-21 00:00:00+00:00,17,8,10,1
2026-05-22 00:00:00+00:00,11,7,0,0
2026-05-23 00:00:00+00:00,12,7,0,0
2026-05-24 00:00:00+00:00,27,13,0,0
